OBJECTID,F5_Digit_NTD_ID,NTDID5,Legacy_NTD_ID,Agency_Name,Reporter_Acronym,Doing_Business_As,Reporter_Status,Reporter_Type,Reporting_Module,Organization_Type,Reported_By_NTD_ID,Reported_by_Name,Subrecipient_Type,FY_End_Date,Original_Due_Date,Address_Line_1,Address_Line_2,PO_Box,City,State,Zip_Code,Zip_Code_Ext,Region,URL,FTA_Recipient_ID,Service_Area_Sq_Miles,Service_Area_Pop,Primary_UZA,UZA_Name,Tribal_Area_Name,Density,Sq_Miles,Required_Reporter,VOMS_DO,VOMS_PT,Total_VOMS,Volunteer_Drivers,Personal_Vehicles,MSGUSPS,MSG2KX,LON,LAT,NTMParticipation
1113,4R03-40977,40977,4R03-023,Jefferson County Transit,JCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,217 E. Broad Street, ,658,Louisville,GA,30434,4002,4,www.jeffersoncountyga.gov, ,0,0,0, , ,0,0, ,5, ,5, , ,100% Overall probable correctness,** Street-Level Rooftop **,-82.407457,32.998401,Yet To Be Contacted
1114,4R03-40985,40985,4R03-001,Banks County Transit, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,150 Hudson Ridge Ste. 1., ,187,Homer,GA,30547,187,4,www.co.banks.ga.us/transit, ,0,0,0, , ,0,0, ,2, ,2, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.476337,34.316962,Yet To Be Contacted
1115,4R03-40994,40994,4R03-006,Habersham County Transit, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,"555 Monroe Street, Unit 20", , ,Clarkesville,GA,30523,7815,4,www.co.habersham.ga.us, ,0,0,0, , ,0,0, ,2, ,2, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.527588,34.615238,Yet To Be Contacted
1116,4R03-41001,41001,4R03-122,"Southeastern Stages, Inc.", , ,Active,Rural Reporter,Rural,Private-For-Profit Corporation,4R03,Georgia Department of Transportation,Intercity Bus,6/30/2016 0:00,10/31/2016 0:00,260 University Avenue SW, , ,Atlanta,GA,30315, ,4,http://www.southeasternstages.com/, ,0,0,0, , ,0,0, ,0, ,0, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.396761,33.721865,Yet To Be Contacted
1117,4R03-41007,41007,4R03-080,Dade County Transit, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,71 Case Avenue, ,613,Trenton,GA,30752,613,4,http://www.dadecounty-ga.gov/dade-county-transit.cfm, ,0,0,0, , ,0,0, ,4, ,4, , ,100% Overall probable correctness,** Street-Level Rooftop **,-85.510583,34.872221,Yet To Be Contacted
1118,4R03-41008,41008,4R03-024,Jenkins County Transit,JCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,833 E. Winthrop Street, ,797,Millen,GA,30442,797,4,www.jenkinscountyga.com/, ,0,0,0, , ,0,0, ,1, ,1, , ,70% Overall probable correctness,** Street-Level Rooftop **,-81.936159,32.803853,Yet To Be Contacted
1119,4R03-41012,41012,4R03-077,Chattooga County Transit, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,10102 Commerce St, ,211,Summerville,GA,30747,211,4,http://chattoogacountyga.com, ,0,0,0, , ,0,0, ,3, ,3, , ,100% Overall probable correctness,** Street-Level Rooftop **,-85.347566,34.480616,Yet To Be Contacted
1120,4R03-41016,41016,4R03-050,Brooks County Transit, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,610 S. Highland St, ,272,Quitman,GA,31643, ,4,http://www.brookscountyga.us/, ,0,0,0, , ,0,0, ,4, ,4, , ,80% Overall probable correctness,** Street-Level Rooftop **,-83.553137,30.779933,Yet To Be Contacted
1121,4R03-41017,41017,4R03-123,Dooly County Transit,HCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,113 N. Third Street RM #1, , ,Vienna,GA,31092,1103,4,http://doolycountyga.com/, ,0,0,0, , ,0,0, ,6, ,6, , ,90% Overall probable correctness,** Street-Level Rooftop **,-83.79595,32.092373,Yet To Be Contacted
1122,4R03-41018,41018,4R03-082,Gilmer County Transit System,M.A.T.S., ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,1 Broad Street,Suite 160,760,Ellijay,GA,30540,9045,4,http://ngcainc.com/m-a-t-s-transportation/					, ,0,0,0, , ,0,0, ,4, ,4, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.482968,34.695072,Yet To Be Contacted
1123,4R03-41019,41019,4R03-048,Troup County Transit,TCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,1220 Lafayette Parkway, , ,LaGrange,GA,30240, ,4,http://www.troupcountyga.org, ,0,0,0, , ,0,0, ,5, ,5, , ,100% Overall probable correctness,** Street-Level Rooftop **,-85.001885,33.040792,Yet To Be Contacted
1124,4R03-41021,41021,4R03-004,Elbert County, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,45 Forest Avenue, ,493,Elberton,GA,30635,493,4,www.elbertco.net, ,0,0,0, , ,0,0, ,3, ,3, , ,100% Overall probable correctness,** Street-Level Rooftop **,-82.871655,34.111487,Yet To Be Contacted
1125,4R03-41026,41026,4R03-081,Fannin County,M.A.T.S., ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,400 West Main Street,Ste 100, ,Blue Ridge,GA,30513,8593,4,http://ngcainc.com/m-a-t-s-transportation/					, ,0,0,0, , ,0,0, ,6, ,6, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.326567,34.864326,Yet To Be Contacted
1126,4R03-41027,41027,4R03-076,Bartow Transit,BCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,140 Douglas Street, , ,Cartersville,GA,30120,3273,4,http://www.bartowga.org, ,0,0,0, , ,0,0, ,9, ,9, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.794823,34.172506,Yet To Be Contacted
1127,4R03-41033,41033,4R03-100,Towns County, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,48 River St.,Siute B,629,Hiawassee					,GA,30546,4347,4,www.townscountyga.com, ,0,0,0, , ,0,0, ,2, ,2, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.756806,34.947814,Yet To Be Contacted
1128,4R03-41035,41035,4R03-092,City of Cedartown, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,201 East Avenue, , ,Cedartown,GA,30125, ,4,http://www.cedartowngeorgia.gov/cedartown-transit-department/, ,0,0,0, , ,0,0, ,1, ,1, , ,100% Overall probable correctness,** Street-Level Rooftop **,-85.254344,34.014591,Yet To Be Contacted
1129,4R03-41036,41036,4R03-065,Turner County, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,208 E. College Ave., , ,Ashburn,GA,31714,191,4,http://turnercountygeorgia.com/fyi/transit.html, ,0,0,0, , ,0,0, ,3, ,3, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.652795,31.707421,Yet To Be Contacted
1130,4R03-41040,41040,4R03-085,Murray County Transportation System, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,820 G.I. Maddox Parkway, ,1129,Chatsworth,GA,30705,1129,4,http://www.murraycountyga.org/index.aspx?NID=152, ,0,0,0, , ,0,0, ,7, ,7, , ,80% Overall probable correctness,** Street-Level Rooftop **,-84.787319,34.782559,Yet To Be Contacted
1131,4R03-41041,41041,4R03-021,Greene County Commission Transit,GCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,1034 Silver Drive,Suite 201, ,Greensboro,GA,30642,1145,4,http://www.greenecountyga.gov/, ,0,0,0, , ,0,0, ,5, ,5, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.200665,33.575159,Yet To Be Contacted
1132,4R03-41046,41046,4R03-030,Taliaferro County Board of Commissioners,TCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,113 Monument Street, ,114,Crawfordville,GA,30631,114,4,www.taliaferrocountyga.org, ,0,0,0, , ,0,0, ,2, ,2, , ,90% Overall probable correctness,** Street-Level Rooftop **,-82.896565,33.553504,Yet To Be Contacted
1133,4R03-41055,41055,4R03-026,McDuffie County Commission Transit,MT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,180 Sweetwater Road, , ,Thomson,GA,30824,8712,4,http://www.thomson-mcduffie.com, ,0,0,0, , ,0,0, ,5, ,5, , ,100% Overall probable correctness,** Street-Level Rooftop **,-82.486618,33.435042,Yet To Be Contacted
1134,4R03-41057,41057,4R03-003,Dawson County Transit, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,25 Justice Way Suite 2313, ,598,Dawsonville,GA,30534,41,4,www.dawsoncounty.org/departments/dawson-transit					, ,0,0,0, , ,0,0, ,4, ,4, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.119294,34.423683,Yet To Be Contacted
1135,4R03-41062,41062,4R03-022,Hancock County Transit,HCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,12630 Broad Street, , ,Sparta,GA,31087,1748,4,http://hancockcountyga.gov/?page_id=3972, ,0,0,0, , ,0,0, ,4, ,4, , ,100% Overall probable correctness,** Street-Level Rooftop **,-82.976309,33.275604,Yet To Be Contacted
1136,4R03-41065,41065,4R03-049,Twiggs County Transit,TCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,425 Railroad Street N., , ,Jeffersonville,GA,31044,818,4,www.cityofdanvillega.com/plans.html, ,0,0,0, , ,0,0, ,2, ,2, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.34598,32.687676,Yet To Be Contacted
1137,4R03-41074,41074,4R03-020,Glascock County Transit,GCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,370 W. Main Street, ,66,Gibson,GA,30810,66,4, , ,0,0,0, , ,0,0, ,2, ,2, , ,100% Overall probable correctness,** Street-Level Rooftop **,-82.602637,33.232648,Yet To Be Contacted
1138,4R03-41077,41077,4R03-047,Taylor County Transit,TCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,7 Ivy Street, ,278,Butler,GA,31006,278,4,http://www.taylorga.us, ,0,0,0, , ,0,0, ,3, ,3, , ,90% Overall probable correctness,**  Centroid Lat/Long   **,-84.237428,32.554839,Yet To Be Contacted
1139,4R03-41078,41078,4R03-027,Morgan County Transit,MT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,991 South Main Street, , ,Madison,GA,30650,1996,4,http://www.morganga.org, ,0,0,0, , ,0,0, ,4, ,4, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.47892,33.585261,Yet To Be Contacted
1140,4R03-41085,41085,4R03-084,Haralson County Transit, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,155 Van Wert Street, ,489,Buchanan,GA,30113,489,4,http://haralsoncountyga.gov/, ,0,0,0, , ,0,0, ,4, ,4, , ,100% Overall probable correctness,** Street-Level Rooftop **,-85.189083,33.802666,Yet To Be Contacted
1141,4R03-41086,41086,4R03-091,Catoosa County,Catoosa Trans-Aid, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,144 Catoosa Circle, , ,Ringgold,GA,30736,8078,4,http://www.catoosatransit.com/, ,0,0,0, , ,0,0, ,8, ,8, , ,100% Overall probable correctness,** Street-Level Rooftop **,-85.181419,34.937066,Yet To Be Contacted
1142,4R03-41088,41088,4R03-005,Forsyth County Public Transportation,Forsyth County Dial-A-Ride, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,4140 County Way, , ,Cumming,GA,30028,3955,4,http://www.forsythco.com, ,0,0,0, , ,0,0, ,6, ,6, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.086484,34.270561,Yet To Be Contacted
1143,4R03-41099,41099,4R03-073,Telfair County Transit, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,91 Telfair Avenue,Suite A, ,McRae,GA,31055, ,4, , ,0,0,0, , ,0,0, ,2, ,2, , ,100% Overall probable correctness,** Street-Level Rooftop **,-82.898107,32.061421,Yet To Be Contacted
1144,4R03-41103,41103,4R03-075,Wheeler County Transit, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,20 W. Forrest Ave, ,181,Alamo,GA,30411,181,4, , ,0,0,0, , ,0,0, ,2, ,2, , ,90% Overall probable correctness,** Street-Level Rooftop **,-82.784803,32.146375,Yet To Be Contacted
1145,4R03-41104,41104,4R03-046,Talbot County Transit,TCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,74 West Monroe Street, ,56,Talbotton,GA,31827,56,4,http://www.talbotcountyga.org/content/talbot_transit.php, ,0,0,0, , ,0,0, ,5, ,5, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.540263,32.67778,Yet To Be Contacted
1146,4R03-41108,41108,4R03-124,Lower Chattahoochee Regional Transit Authority,LCRTA, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00, , ,113,Georgetown,GA,39854, ,4,www.rivervalleyrc.org					, ,0,0,0, , ,0,0, ,14, ,14, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.234148,32.072028,Yet To Be Contacted
1147,4R03-41110,41110,4R03-087,Pickens County,M.A.T.S., ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,"1266 East Church St., Suite 188", , ,Jasper,GA,30143,1919,4,http://ngcainc.com/m-a-t-s-transportation/					, ,0,0,0, , ,0,0, ,5, ,5, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.412706,34.459146,Yet To Be Contacted
1148,4R03-41112,41112,4R03-118,Coastal Regional Commission,Coastal Regional Coaches, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,1181 Coastal Drive SW, , ,Darien,GA,31305, ,4,http://www.crc.ga.gov, ,0,0,0, , ,0,0, ,55, ,55, , ,100% Overall probable correctness,**  Centroid Lat/Long   **,-81.5127,31.3991,Yet To Be Contacted
1149,4R03-41126,41126,4R03-071,Pierce County Transit, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,312 Nichols St					,Suite 5, ,Blackshear,GA,31516, ,4,			, ,0,0,0, , ,0,0, ,7, ,7, , ,100% Overall probable correctness,** Street-Level Rooftop **,-82.234171,31.303842,Yet To Be Contacted
1150,4R03-41128,41128,4R03-116,Berrien County,MIDS, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,201 N. Davis,Room 198, ,Nashville,GA,31639,1407,4,http://midsinc.net					, ,0,0,0, , ,0,0, ,2, ,2, , ,90% Overall probable correctness,** Street-Level Rooftop **,-83.249923,31.207895,Yet To Be Contacted
1151,4R03-41133,41133,4R03-115,Coweta County, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,21 East Washington Street, , ,Newnan,GA,30263, ,4,http://www.coweta.ga.us, ,0,0,0, , ,0,0, ,5, ,5, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.798106,33.374836,Yet To Be Contacted
1152,4R03-41138,41138,4R03-089,Whitfield County W.T.S., , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,301 West Crawford Street, ,248,Dalton,GA,30720,248,4,http://www.whitfieldcountyga.com/transit.htm, ,0,0,0, , ,0,0, ,10, ,10, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.971263,34.771376,Yet To Be Contacted
1153,4R03-41139,41139,4R03-018,Columbia County CommissionTransit,CCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,650-B Ronald Reagan Drive, ,498,Evans,GA,30809, ,4,http://www.columbiacountyga.gov, ,0,0,0, , ,0,0, ,10, ,10, , ,100% Overall probable correctness,** Street-Level Rooftop **,-82.13115,33.544685,Yet To Be Contacted
1154,4R03-41140,41140,4R03-117,Clay County, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,105 N. Washington St., ,519,Ft Gaines,GA,39850,519,4,www.claycountyga.org, ,0,0,0, , ,0,0, ,4, ,4, , ,90% Overall probable correctness,** Street-Level Rooftop **,-85.049092,31.606481,Yet To Be Contacted
1155,4R03-41142,41142,4R03-074,Wayne County Transit, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,341 E Walnut Street, ,270,Jesup,GA,31546, ,4,www.co.wayne.ga.us					, ,0,0,0, , ,0,0, ,11, ,11, , ,100% Overall probable correctness,** Street-Level Rooftop **,-81.878155,31.60351,Yet To Be Contacted
1156,4R03-41144,41144,4R03-008,Hart County Public Transit, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,139 Clay Street, , ,Hartwell,GA,30643,2264,4,www.hartcountyga.gov, ,0,0,0, , ,0,0, ,2, ,2, , ,100% Overall probable correctness,** Street-Level Rooftop **,-82.91498,34.350452,Yet To Be Contacted
1157,4R03-41145,41145,4R03-012,Union County Transit, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,65 Courthouse Street Box 1, , ,Blairsville,GA,30512,307,4,http://www.unioncountyga.gov, ,0,0,0, , ,0,0, ,2, ,2, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.961078,34.879307,Yet To Be Contacted
1158,4R03-41147,41147,4R03-101,Bacon County, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,502 West 12th St.,Ste. 200,356,Alma,GA,31510, ,4,http://midsinc.net, ,0,0,0, , ,0,0, ,2, ,2, , ,100% Overall probable correctness,** Street-Level Rooftop **,-82.469333,31.541929,Yet To Be Contacted
1159,4R03-41149,41149,4R03-045,City of Americus,AT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,101 West Lamar St., , ,Americus,GA,31709,3580,4,www.cityofamericus.net, ,0,0,0, , ,0,0, ,3, ,3, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.232657,32.072358,Yet To Be Contacted
1160,4R03-41154,41154,4R03-009,Jackson County, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,12 Hendrix Drive, , ,Jefferson,GA,30549,2986,4,www.jacksoncountygov.com, ,0,0,0, , ,0,0, ,3, ,3, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.555798,34.145909,Yet To Be Contacted
1161,4R03-41155,41155,4R03-014,Social Circle Area Transit, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,166 N. Cherokee Rd., ,310,Social Circle,GA,30025,313,4,www.socialcirclega.com, ,0,0,0, , ,0,0, ,2, ,2, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.717765,33.656907,Yet To Be Contacted
1162,4R03-41156,41156,4R03-066,Wilcox County Transit, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,103 N. Broad Street, , ,Abbeville,GA,31001,4246,4,www.wilcoxcountygeorgia.com, ,0,0,0, , ,0,0, ,2, ,2, , ,90% Overall probable correctness,** Street-Level Rooftop **,-83.307107,31.992393,Yet To Be Contacted
1163,4R03-41158,41158,4R03-010,Lumpkin County, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,266 Mechanicsville Rd., , ,Dahlonega,GA,30533,819,4,www.lumpkincounty.gov/dept/transit					, ,0,0,0, , ,0,0, ,2, ,2, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.969041,34.529134,Yet To Be Contacted
1164,4R03-41163,41163,4R03-083,Gordon County Transit,M.A.T.S., ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,201 North Wall Street, ,760,Calhoun,GA,30701, ,4,http://ngcainc.com/m-a-t-s-transportation/					, ,0,0,0, , ,0,0, ,3, ,3, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.950938,34.503672,Yet To Be Contacted
1165,4R03-41168,41168,4R03-033,Wilkes County Commission Transit,WCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,"23 East Court Street, Rm 222", , ,Washington,GA,30673,1570,4,http://www.wta1.org, ,0,0,0, , ,0,0, ,3, ,3, , ,100% Overall probable correctness,** Street-Level Rooftop **,-82.738942,33.738064,Yet To Be Contacted
1166,4R03-41171,41171,4R03-013,Walker County, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,91 Industrial Drive, , ,Chickamauga,GA,30707,3479,4,http://www.walkerga.us/services/road-department/walker-transit.aspx				, ,0,0,0, , ,0,0, ,12, ,12, , ,100% Overall probable correctness,** Street-Level Rooftop **,-85.260154,34.85272,Yet To Be Contacted
1167,4R03-41176,41176,4R03-036,Crawford County Transit,CCT, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,1101 Highway 341 North, ,1059,Roberta,GA,31078,1059,4,http://www.crawfordcountyga.org, ,0,0,0, , ,0,0, ,3, ,3, , ,House # not found on this street,**  Centroid Lat/Long   **,-84.092,32.7732,Yet To Be Contacted
1168,4R03-41177,41177,4R03-090,Southwest Georgia RC, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,181 East Broad St., ,1603,Camilla,GA,31730,346,4,http://www.swgrc.org/regional-transit/, ,0,0,0, , ,0,0, ,72, ,72, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.201914,31.231007,Yet To Be Contacted
1169,4R03-41185,41185,4R03-063,Thomas County Transit,TCATS, ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,116 W. Jefferson St., ,920,Thomasville,GA,31799,920,4,http://www.thomascountyboc.org					, ,0,0,0, , ,0,0, ,15, ,15, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.981471,30.838678,Yet To Be Contacted
1170,4R03-41190,41190,4R03-086,Paulding County, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2016 0:00,10/31/2016 0:00,240 Constitution Blvd., , ,Dallas,GA,30132,4614,4,http://www.paulding.gov/index.aspx?nid=809, ,0,0,0, , ,0,0, ,5, ,5, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.84794,33.916996,Yet To Be Contacted
